date,total_pnl,avg_trade_size,trade_volume,trade_count,win_rate,sentiment_score
2023-01-05,0.0,159.0,477.0,3,0.0,-1.0
2023-05-12,0.0,5556.203333333334,50005.83,9,0.0,0.0
2024-01-01,-129.53146,14679.973888888888,264239.52999999997,18,0.05555555555555555,1.0
2024-01-02,0.0,334.69666666666666,2008.18,6,0.0,1.0
2024-01-03,8244.241409,3452.370072992701,472974.7,137,0.9343065693430657,1.0
2024-01-04,2507.963406,4408.7074025974025,339470.47,77,0.5454545454545454,1.0
2024-01-05,0.0,6216.103571428571,87025.45,14,0.0,1.0
2024-01-06,91.510419,513.3848,12834.62,25,0.36,1.0
2024-01-07,5065.839308,5666.721093749999,362670.14999999997,64,0.40625,1.0
2024-01-08,167.080017,3996.044385964912,227774.53,57,0.07017543859649122,1.0
2024-01-09,137.433093,1029.9733333333334,12359.68,12,0.4166666666666667,2.0
2024-01-10,0.0,34988.58,139954.32,4,0.0,1.0
2024-01-11,1040.475736,11347.001304347827,260981.03,23,0.2608695652173913,2.0
2024-01-12,40886.364494,1958.441875,814711.82,416,0.53125,1.0
2024-02-01,783.979116,7138.1611764705885,121348.74,17,0.47058823529411764,1.0
2024-02-02,456.423473,11292.343571428572,474278.43,42,0.30952380952380953,1.0
2024-02-03,230.90060000000005,2038.6309677419354,63197.56,31,0.6774193548387096,1.0
2024-02-04,883.760812,5845.475853658536,239664.50999999998,41,0.2926829268292683,1.0
2024-02-06,192.906947,316.822688172043,29464.51,93,0.3655913978494624,1.0
2024-02-07,2421.253116,1852.6372222222224,33347.47,18,0.7222222222222222,1.0
2024-02-08,782.3681909999999,6290.799523809524,396320.37,63,0.2698412698412698,1.0
2024-02-09,0.0,15000.21,30000.42,2,0.0,1.0
2024-02-10,0.0,24988.585,99954.34,4,0.0,1.0
2024-02-11,0.0,20000.0,40000.0,2,0.0,1.0
2024-02-12,18489.604313,2167.568740740741,585243.56,270,0.4074074074074074,1.0
2024-03-01,866.015507,5888.050149253731,394499.36,67,0.417910447761194,2.0
2024-03-02,223.30918699999998,10782.5,603820.0,56,0.10714285714285714,2.0
2024-03-03,8361.086245,4946.1478481012655,390745.68,79,0.6835443037974683,2.0
2024-03-04,126.7884,4221.8925,16887.57,4,0.25,2.0
2024-03-05,5306.017045,7852.295833333333,282682.64999999997,36,0.4722222222222222,2.0
2024-03-06,562.808208,306.66942857142857,21466.86,70,0.6285714285714286,2.0
2024-03-07,1118.387284,9977.814444444444,179600.66,18,0.2222222222222222,2.0
2024-03-08,464.1897,7852.239459459459,290532.86,37,0.02702702702702703,2.0
2024-03-10,100.375782,14770.632222222222,132935.69,9,0.3333333333333333,2.0
2024-03-11,0.0,21509.27666666667,129055.66,6,0.0,2.0
2024-03-12,23576.539285,2900.177887700535,1084666.53,374,0.4304812834224599,2.0
2024-04-01,-67.60364,19958.508,99792.54000000001,5,0.0,2.0
2024-04-02,47.62389499999999,5805.358,203187.53,35,0.2571428571428571,2.0
2024-04-03,27799.775742,5259.989566666667,1577996.87,300,0.8866666666666667,1.0
2024-04-04,0.0,2999.6165625,95987.73,32,0.0,1.0
2024-04-05,0.0,6555.416666666667,58998.75,9,0.0,2.0
2024-04-06,52.211438,457.42283018867926,24243.41,53,0.4716981132075472,2.0
2024-04-07,0.0,17222.720400000002,430568.01,25,0.0,2.0
2024-04-08,-122672.000883,9509.795826771655,1207744.07,127,0.023622047244094488,2.0
2024-04-09,1065.785132,3867.0873529411765,131480.97,34,0.14705882352941177,2.0
2024-04-10,0.0,0.34,0.34,1,0.0,2.0
2024-04-11,2799.410474,12550.332499999999,451811.97,36,0.6388888888888888,2.0
2024-04-12,292891.815021,2411.5600313479626,769287.65,319,0.46394984326018807,2.0
2024-05-01,164.141565,25817.31303030303,1703942.66,66,0.19696969696969696,0.0
2024-05-02,-33.45419400000003,10697.198055555556,770198.26,72,0.19444444444444445,-1.0
2024-05-03,19791.026041,4676.724,841810.32,180,0.9055555555555556,0.0
2024-05-04,10706.484306,5037.918,503791.8,100,0.9,1.0
2024-05-05,0.916,4011.391666666667,24068.350000000002,6,0.16666666666666666,1.0
2024-05-06,56.055506,469.4587037037037,25350.77,54,0.2962962962962963,1.0
2024-05-07,0.0,8509.0590625,272289.89,32,0.0,1.0
2024-05-08,-13013.665169,5256.1925,420495.4,80,0.4125,1.0
2024-05-09,0.0,0.84,0.84,1,0.0,1.0
2024-05-10,5767.161892,16367.722702702702,605605.74,37,0.6486486486486487,1.0
2024-05-11,678.4759280000001,20062.723,200627.23,10,0.5,0.0
2024-05-12,71574.11848800001,2756.0324342105264,1256750.79,456,0.4232456140350877,1.0
2024-06-01,135.58166400000002,13569.154545454547,298521.4,22,0.45454545454545453,1.0
2024-06-02,-215.615907,7396.280707720588,8047153.41,1088,0.1645220588235294,1.0
2024-06-03,6814.825139,3990.4636585365856,327218.02,82,0.8780487804878049,1.0
2024-06-04,236.33513399999998,4263.979375,68223.67,16,0.25,1.0
2024-06-05,968.59038,22890.714444444442,206016.43,9,0.4444444444444444,2.0
2024-06-06,274.173187,587.8536752136753,137557.76,234,0.42735042735042733,2.0
2024-06-07,108.87217799999999,103.75708333333334,2490.17,24,0.2916666666666667,2.0
2024-06-08,267.318048,574.5642990654205,61478.38,107,0.12149532710280374,1.0
2024-06-09,-1104.856765,929.6928571428571,39047.1,42,0.0,2.0
2024-06-10,130.487079,13642.298181818182,300130.56,22,0.22727272727272727,1.0
2024-06-11,2817.83723,8260.46,123906.9,15,0.4666666666666667,1.0
2024-06-12,-92624.643895,8612.950918114144,3471019.22,403,0.23325062034739455,1.0
2024-07-01,-835.681235,10812.887216494846,1048850.06,97,0.09278350515463918,0.0
2024-07-02,241.24212,450.582,6758.73,15,0.13333333333333333,0.0
2024-07-04,0.0,2173.397391304348,49988.14,23,0.0,-1.0
2024-07-05,883.537693,6039.865555555556,108717.58,18,0.5,-1.0
2024-07-06,8902.467416,2496.7926363636366,1098588.76,440,0.4,-1.0
2024-07-07,61.428942,49.875,498.75,10,1.0,-1.0
2024-07-08,188.789255,75.53848484848484,2492.77,33,0.30303030303030304,-1.0
2024-07-10,0.0,10475.459523809524,219984.65,21,0.0,-1.0
2024-07-11,4493.353136,985.2681415929204,111335.3,113,0.5309734513274337,-1.0
2024-07-12,85906.279067,1485.965197368421,451733.42,304,0.4309210526315789,-1.0
2024-08-01,-269.874439,11894.159609375,1522452.43,128,0.25,0.0
2024-08-02,770.756024,2605.112,26051.12,10,0.4,1.0
2024-08-03,4271.886236,2740.047462686567,183583.18,67,0.8805970149253731,-1.0
2024-08-04,1218.4267,7064.688,211940.64,30,0.03333333333333333,-1.0
2024-08-05,1.56576,5074.89,65973.57,13,0.07692307692307693,-1.0
2024-08-06,129.13883900000002,3356.961379310345,97351.88,29,0.27586206896551724,-2.0
2024-08-07,0.0,497.64,497.64,1,0.0,-1.0
2024-08-08,-40.712216999999995,1811.038888888889,16299.35,9,0.0,-2.0
2024-08-09,0.0,0.11,0.11,1,0.0,0.0
2024-08-10,5396.546638,12071.781388888889,434584.13,36,0.9166666666666666,-1.0
2024-08-11,-64.41354100000007,6941.036923076923,270700.44,39,0.15384615384615385,-1.0
2024-08-12,15965.933436,2221.2850476190474,932939.72,420,0.3619047619047619,-1.0
2024-09-01,-826.349863,12429.313857142857,870051.97,70,0.2571428571428571,-1.0
2024-09-03,9949.501624,5625.459401709401,658178.75,117,0.8290598290598291,-1.0
2024-09-04,0.0,19021.280000000002,57063.840000000004,3,0.0,-1.0
2024-09-05,1147.595856,7927.361428571428,221966.12,28,0.39285714285714285,-1.0
2024-09-06,0.0,1318.2482352941176,22410.22,17,0.0,-2.0
2024-09-07,648.984412,182.42999999999998,2736.45,15,1.0,-2.0
2024-09-08,18082.071276,3494.4781944444444,503204.86,144,0.2986111111111111,-1.0
2024-09-09,0.0,2007.2150000000001,4014.4300000000003,2,0.0,-1.0
2024-09-10,396.06272,15742.852142857142,220399.93,14,0.21428571428571427,-1.0
2024-09-11,102.90894,2248.655930232558,193384.41,86,0.22093023255813954,-1.0
2024-09-12,6310.967676,1825.5096103896105,983949.68,539,0.31910946196660483,-1.0
2024-10-01,-1517.091342,10660.515440414507,2057479.48,193,0.21243523316062177,0.0
2024-10-03,2482.9272,5237.472619047619,219973.85,42,0.6904761904761905,-1.0
2024-10-04,5207.443414,8578.926097560974,351735.97,41,0.8780487804878049,-1.0
2024-10-05,2101.741695,7131.0,156882.0,22,0.2727272727272727,0.0
2024-10-06,31.266804999999998,879.0175471698113,46587.93,53,0.33962264150943394,0.0
2024-10-07,11977.734907,12283.93232142857,687900.21,56,0.6785714285714286,0.0
2024-10-08,0.0,128.8555681818182,11339.29,88,0.0,0.0
2024-10-09,-219.729659,849.0933333333334,2547.28,3,0.0,0.0
2024-10-10,0.0,18751.521249999998,300024.33999999997,16,0.0,-1.0
2024-10-11,991.114334,2390.963583815029,413636.7,173,0.2947976878612717,-1.0
2024-10-12,39325.770231,1973.94992481203,3150424.08,1596,0.5870927318295739,0.0
2024-11-01,-164.08950099999998,14538.766666666666,305314.1,21,0.23809523809523808,2.0
2024-11-02,983.443176,6244.465294117647,212311.82,34,0.20588235294117646,1.0
2024-11-03,3588.179495,4202.844047619047,176519.44999999998,42,0.9285714285714286,1.0
2024-11-04,389.743164,4775.06,76400.96,16,0.125,1.0
2024-11-05,251.604742,7027.661111111111,63248.95,9,1.0,1.0
2024-11-06,4320.631811,3034.7960975609753,373279.92,123,0.13821138211382114,1.0
2024-11-07,1876.812082,8941.422105263156,169887.02,19,0.47368421052631576,2.0
2024-11-08,847.7766200000001,1842.9254166666667,44230.21,24,0.16666666666666666,2.0
2024-11-09,0.0,0.54,0.54,1,0.0,2.0
2024-11-10,8885.327477,18804.007307692307,488904.19,26,0.6923076923076923,2.0
2024-11-11,6749.630996,4210.649919571046,1570572.42,373,0.24664879356568364,2.0
2024-11-12,319051.554217,1796.9683292383293,2194098.33,1221,0.7125307125307125,2.0
2024-12-01,-1925.519024,28583.181428571428,200082.27,7,0.0,2.0
2024-12-02,913.8817869999998,14202.981249999999,227247.69999999998,16,0.375,2.0
2024-12-03,3039.166,12880.10625,103040.85,8,0.875,2.0
2024-12-04,-592.6458390000001,3427.0433333333335,442088.59,129,0.5503875968992248,2.0
2024-12-05,0.0,2399.111304347826,55179.56,23,0.0,2.0
2024-12-06,-21886.531493,761.4486614173228,193407.96,254,0.08267716535433071,1.0
2024-12-07,1412.314654,4714.893157894737,89582.97,19,0.47368421052631576,2.0
2024-12-08,858.6705000000001,1128.4858333333334,54167.32,48,0.125,2.0
2024-12-10,541.55471,15971.34,159713.4,10,0.7,2.0
2024-12-11,3494.399394,7171.663859649123,1226354.52,171,0.19883040935672514,1.0
2024-12-12,599151.795008,2358.7939285714288,4557189.87,1932,0.6997929606625258,2.0
2025-01-01,-9528.065345,2943.5635416666664,282582.1,96,0.3020833333333333,1.0
2025-01-02,32300.205017,2151.019621451104,1363746.44,634,0.5962145110410094,1.0
2025-01-03,10596.108968,1516.230632183908,263824.13,174,0.4482758620689655,1.0
2025-01-04,-2202.6622420000003,3668.9853645833336,704445.1900000001,192,0.4583333333333333,1.0
2025-01-05,54536.829297000004,8715.642699186992,10720240.52,1230,0.43089430894308944,1.0
2025-02-01,8716.519087,2145.9136842105263,774674.84,361,0.45706371191135736,1.0
2025-02-02,162854.759623,4291.957763457164,5661092.29,1319,0.35860500379075055,1.0
2025-02-03,66914.320708,12144.452518796992,6460848.74,532,0.5018796992481203,-1.0
2025-02-04,202212.740938,3594.7310408921935,3867930.6,1076,0.8949814126394052,1.0
2025-03-01,6028.486793,1518.1279330708662,771208.99,508,0.27165354330708663,-2.0
2025-03-02,348871.326269,9492.815701680673,22592901.37,2380,0.4634453781512605,-1.0
2025-03-03,616413.032233,5563.151403508772,8244590.38,1482,0.6153846153846154,-1.0
2025-03-04,-2365.961276,4960.087614416476,8670233.15,1748,0.2974828375286041,-2.0
2025-04-01,2553.537968,4921.912722371967,1826029.6199999999,371,0.20215633423180593,-1.0
2025-04-02,416876.88812,6241.404964171974,15678409.27,2512,0.276671974522293,-1.0
2025-04-03,182075.566585,4631.24360949209,11124247.15,2402,0.25353871773522063,-1.0
2025-04-04,-25515.678949999998,3015.3661399371067,3835545.73,1272,0.38757861635220126,-1.0
2025-05-01,3187.719363,1890.977280334728,451943.57,239,0.41841004184100417,0.0
2025-05-02,56706.235562,6741.1191287586735,8743231.51,1297,0.3215111796453354,1.0
2025-05-03,269328.365917,5538.345915662651,9193654.22,1660,0.7584337349397591,
2025-05-04,35907.33771,3521.011722222222,1267564.22,360,0.5805555555555556,
2025-06-01,6064.185393,971.2512914485166,556526.99,573,0.15532286212914484,
2025-06-02,33803.799733,1655.0257604227834,2818508.87,1703,0.46095126247798,
2025-06-03,16101.125561,8901.743368421052,6765324.96,760,0.48026315789473684,
2025-06-04,47053.449272,3388.59929389313,3551252.06,1048,0.31679389312977096,
2025-07-01,16098.227531,2061.504081632653,1313178.1,637,0.7613814756671899,
2025-07-02,22450.002091,2270.5141338582675,3460263.54,1524,0.2821522309711286,
2025-07-03,150236.061627,7779.888510971787,19854275.48,2552,0.5223354231974922,
2025-07-04,34527.370305,5138.682707889126,14460253.14,2814,0.23916133617626156,
2025-08-01,130117.090554,3058.0126852743024,3177275.18,1039,0.37151106833493747,
2025-08-02,586.703253,1460.4086434782607,839734.97,575,0.19130434782608696,
2025-08-03,24700.773359,1686.3582419659735,892083.51,529,0.5689981096408318,
2025-08-04,34899.394798,9405.505196182397,8869391.4,943,0.4093319194061506,
2025-09-01,46975.928902,1955.427681992337,1020733.25,522,0.2777777777777778,
2025-09-02,150551.829492,3823.19332460733,2920919.7,764,0.4306282722513089,
2025-09-03,19773.457395,7327.495070323488,10419697.99,1422,0.4409282700421941,
2025-09-04,43120.444797,7198.589984875221,28556806.47,3967,0.43055205444920597,
2025-10-01,-10116.875552,7994.444053724053,6547449.68,819,0.5274725274725275,
2025-10-02,63908.49465,4077.5685489313837,3624958.44,889,0.4780652418447694,
2025-10-03,-10010.027269999999,5775.263029886637,16811790.68,2911,0.39745791824115423,
2025-10-04,158261.822261,13512.90704748472,28741953.29,2127,0.5289139633286318,
2025-11-01,2269.080536,5859.006042402827,1658098.71,283,0.24381625441696114,
2025-11-02,-6093.784817,3298.990766509434,2797544.17,848,0.21816037735849056,
2025-11-03,-76880.729036,4265.657970176507,14016952.09,3286,0.18746195982958003,
2025-11-04,126406.479081,10327.853166058394,11319327.07,1096,0.3357664233576642,
2025-12-01,5742.241803,3751.59330564784,2258459.17,602,0.7840531561461794,
2025-12-02,19848.635032,4019.3739476236665,4143974.54,1031,0.4626576139670223,
2025-12-03,288105.984215,4692.071358366935,18618139.15,3968,0.5645161290322581,
2025-12-04,410419.694533,26512.383826458037,55914617.49,2109,0.2721669037458511,
